video name,MOS,Err
1080p_clip_10_codec_1_quality_1,2.21822617644607,0.113960938105495
1080p_clip_10_codec_1_quality_2,2.75899871784721,0.101174153770469
1080p_clip_10_codec_1_quality_3,2.81066045373466,0.094073012090617
1080p_clip_10_codec_1_quality_4,3.48348306293309,0.093446713785417
1080p_clip_10_codec_1_quality_5,3.66790013043466,0.103001408010523
1080p_clip_10_codec_1_quality_6,3.5183460217079,0.094915727731739
1080p_clip_10_codec_2_quality_1,1.41764037017188,0.088124046312063
1080p_clip_10_codec_2_quality_2,2.29588539965622,0.08339879022395
1080p_clip_10_codec_2_quality_3,2.99314076602079,0.092749693071017
1080p_clip_10_codec_2_quality_4,3.35089019386176,0.092608475021683
1080p_clip_10_codec_2_quality_5,3.43710209304047,0.108584538121284
1080p_clip_10_codec_2_quality_6,3.35020438273979,0.103478132394681
1080p_clip_10_codec_3_quality_1,1.34651912847254,0.089996834801192
1080p_clip_10_codec_3_quality_2,2.31611044771523,0.091268665160797
1080p_clip_10_codec_3_quality_3,3.01652527507643,0.105403472990819
1080p_clip_10_codec_3_quality_4,3.16463104080298,0.097421152235049
1080p_clip_10_codec_3_quality_5,3.54637544408201,0.097992588807249
1080p_clip_10_codec_3_quality_6,3.68209330145113,0.100246273637152
1080p_clip_10_codec_4_quality_1,1.5151547554946,0.078788028819051
1080p_clip_10_codec_4_quality_2,2.06409913991583,0.093930491298085
1080p_clip_10_codec_4_quality_3,2.58502900402035,0.076687196815776
1080p_clip_10_codec_4_quality_4,2.91209214986241,0.106438104084868
1080p_clip_10_codec_4_quality_5,3.17196766265552,0.104544572519329
1080p_clip_10_codec_4_quality_6,3.36479315310861,0.110820089643584
1080p_clip_12_codec_1_quality_1,2.50309500111961,0.121264692111631
1080p_clip_12_codec_1_quality_2,2.97057843161243,0.108153794180206
1080p_clip_12_codec_1_quality_3,2.9563439784539,0.103997307691634
1080p_clip_12_codec_1_quality_4,3.50272528288574,0.108559980220388
1080p_clip_12_codec_1_quality_5,3.57173349323018,0.106870125365958
1080p_clip_12_codec_1_quality_6,3.82105535213584,0.129902033773882
1080p_clip_12_codec_2_quality_1,1.33723178520976,0.068797729169452
1080p_clip_12_codec_2_quality_2,2.13997978121592,0.108342429020528
1080p_clip_12_codec_2_quality_3,3.20697845816924,0.098664651880366
1080p_clip_12_codec_2_quality_4,3.52591558249398,0.109133904243257
1080p_clip_12_codec_2_quality_5,3.4553837045677,0.123007407795315
1080p_clip_12_codec_2_quality_6,3.84044797992207,0.143321351702494
1080p_clip_12_codec_3_quality_1,1.27953095865724,0.071084828259588
1080p_clip_12_codec_3_quality_2,2.25690244289632,0.096524770748791
1080p_clip_12_codec_3_quality_3,3.0313254603776,0.112458637025596
1080p_clip_12_codec_3_quality_4,3.30945098949397,0.104831277267335
1080p_clip_12_codec_3_quality_5,3.73070735672614,0.11153895024342
1080p_clip_12_codec_3_quality_6,3.78238910919234,0.140456530156396
1080p_clip_12_codec_4_quality_1,2.07059324096902,0.098236401221737
1080p_clip_12_codec_4_quality_2,2.25134567736058,0.10517990983358
1080p_clip_12_codec_4_quality_3,2.82976705287076,0.105254826310118
1080p_clip_12_codec_4_quality_4,3.27105487945444,0.149956459316253
1080p_clip_12_codec_4_quality_5,3.67521766052761,0.111077961595206
1080p_clip_12_codec_4_quality_6,3.62741764000987,0.076333946097829
1080p_clip_2_codec_1_quality_1,2.48792549475683,0.043568017324088
1080p_clip_2_codec_1_quality_2,3.08365256650146,0.076990939473299
1080p_clip_2_codec_1_quality_3,3.09543794081503,0.092066853708551
1080p_clip_2_codec_1_quality_4,3.78030912674555,0.083105783913621
1080p_clip_2_codec_1_quality_5,3.93954193814631,0.092415435886375
1080p_clip_2_codec_1_quality_6,4.06726307235928,0.096242233688521
1080p_clip_2_codec_2_quality_1,1.43014828411132,0.092644634090333
1080p_clip_2_codec_2_quality_2,2.92219797259978,0.078427176742201
1080p_clip_2_codec_2_quality_3,3.50757610791363,0.08690783244005
1080p_clip_2_codec_2_quality_4,3.76611295951017,0.082228811932885
1080p_clip_2_codec_2_quality_5,3.93579192284784,0.07594675828482
1080p_clip_2_codec_2_quality_6,4.0769270782661,0.092647070439915
1080p_clip_2_codec_3_quality_1,1.48711231819535,0.086285412614808
1080p_clip_2_codec_3_quality_2,2.44360753601772,0.09195855212902
1080p_clip_2_codec_3_quality_3,3.52465379052363,0.077105754299515
1080p_clip_2_codec_3_quality_4,3.89821004571358,0.070507346683314
1080p_clip_2_codec_3_quality_5,3.84396560241802,0.102506341127761
1080p_clip_2_codec_3_quality_6,4.14501007963287,0.081601604419826
1080p_clip_2_codec_4_quality_1,1.61604700780591,0.098767340883503
1080p_clip_2_codec_4_quality_2,2.34139179177675,0.088709885562872
1080p_clip_2_codec_4_quality_3,3.02974070009246,0.10751996644086
1080p_clip_2_codec_4_quality_4,3.62375718968971,0.090768712177337
1080p_clip_2_codec_4_quality_5,3.89717238709634,0.102314563343329
1080p_clip_2_codec_4_quality_6,4.07075994631008,0.088981695209508
1080p_clip_3_codec_1_quality_1,2.52941565397261,0.082732681401796
1080p_clip_3_codec_1_quality_2,2.80658869997684,0.074877479175529
1080p_clip_3_codec_1_quality_3,3.19283484895511,0.097364341444824
1080p_clip_3_codec_1_quality_4,3.67198876782432,0.094820780861673
1080p_clip_3_codec_1_quality_5,3.95307383286748,0.090828100424924
1080p_clip_3_codec_1_quality_6,4.1533692826748,0.114919953766755
1080p_clip_3_codec_2_quality_1,1.73516540302717,0.10393327238704
1080p_clip_3_codec_2_quality_2,2.60875136904874,0.09318852498673
1080p_clip_3_codec_2_quality_3,3.54301791344908,0.076266204893549
1080p_clip_3_codec_2_quality_4,3.60545622510945,0.083819775763912
1080p_clip_3_codec_2_quality_5,3.90539105090131,0.100794809213159
1080p_clip_3_codec_2_quality_6,4.01888010457424,0.055843413471847
1080p_clip_3_codec_3_quality_1,1.69401532283914,0.085353311434632
1080p_clip_3_codec_3_quality_2,2.37095497117687,0.090227998631236
1080p_clip_3_codec_3_quality_3,3.19988470482397,0.07417105684584
1080p_clip_3_codec_3_quality_4,3.68164812146806,0.096591845174702
1080p_clip_3_codec_3_quality_5,4.07969430528936,0.086264453095113
1080p_clip_3_codec_3_quality_6,4.16994214373388,0.100070848180037
1080p_clip_3_codec_4_quality_1,2.09189681304433,0.081973320693566
1080p_clip_3_codec_4_quality_2,2.65077352397815,0.088783773097578
1080p_clip_3_codec_4_quality_3,3.42917080448165,0.08301256944214
1080p_clip_3_codec_4_quality_4,3.87842626711073,0.095637105070546
1080p_clip_3_codec_4_quality_5,3.86654220892268,0.087523222449954
1080p_clip_3_codec_4_quality_6,3.97628792267532,0.116139890121009
1080p_clip_4_codec_1_quality_1,2.07575848162437,0.091827494609448
1080p_clip_4_codec_1_quality_2,2.55939629164259,0.080971980798996
1080p_clip_4_codec_1_quality_3,2.78171989546726,0.08747053556297
1080p_clip_4_codec_1_quality_4,3.61004427184275,0.083804464710473
1080p_clip_4_codec_1_quality_5,3.68023073369583,0.09825952856613
1080p_clip_4_codec_1_quality_6,3.73022610790074,0.087668280806354
1080p_clip_4_codec_2_quality_1,1.17915741855272,0.087082157404347
1080p_clip_4_codec_2_quality_2,2.19526485149166,0.082952032449414
1080p_clip_4_codec_2_quality_3,3.19572710876281,0.047822249304808
1080p_clip_4_codec_2_quality_4,3.53161969705098,0.083247452345592
1080p_clip_4_codec_2_quality_5,3.68280189456825,0.110636743200162
1080p_clip_4_codec_2_quality_6,3.98381112147698,0.105974867379083
1080p_clip_4_codec_3_quality_1,1.30149761254307,0.064220156798437
1080p_clip_4_codec_3_quality_2,2.16593152743838,0.078782209625402
1080p_clip_4_codec_3_quality_3,3.1628349447285,0.085861270411961
1080p_clip_4_codec_3_quality_4,3.3824460721695,0.071212338239264
1080p_clip_4_codec_3_quality_5,3.77731565976563,0.097982031956946
1080p_clip_4_codec_3_quality_6,3.9125883278549,0.081103362534267
1080p_clip_4_codec_4_quality_1,1.66763677894075,0.0954329253379
1080p_clip_4_codec_4_quality_2,2.06080351575799,0.0888272013378
1080p_clip_4_codec_4_quality_3,2.74791290056024,0.077910180179285
1080p_clip_4_codec_4_quality_4,2.93255921901017,0.087115009625588
1080p_clip_4_codec_4_quality_5,3.26362561680005,0.105213612900572
1080p_clip_4_codec_4_quality_6,3.42438279738419,0.123174528638687
1080p_clip_5_codec_1_quality_1,3.25816620214965,0.091308085746953
1080p_clip_5_codec_1_quality_2,3.28543877336193,0.083420461226539
1080p_clip_5_codec_1_quality_3,3.92542100356185,0.092779364615197
1080p_clip_5_codec_1_quality_4,4.06539031247642,0.095093687204741
1080p_clip_5_codec_1_quality_5,4.35850743461721,0.101390467557158
1080p_clip_5_codec_1_quality_6,4.26417469123946,0.094156505504513
1080p_clip_5_codec_2_quality_1,1.77526609127854,0.079337813455635
1080p_clip_5_codec_2_quality_2,2.93662872751466,0.093210431192429
1080p_clip_5_codec_2_quality_3,3.8263572068942,0.076187976770666
1080p_clip_5_codec_2_quality_4,4.18363316915525,0.087354294330947
1080p_clip_5_codec_2_quality_5,4.3192289062912,0.097275227787539
1080p_clip_5_codec_2_quality_6,4.40979982621194,0.048772485776494
1080p_clip_5_codec_3_quality_1,1.96500446822246,0.103007169061932
1080p_clip_5_codec_3_quality_2,2.74653526108035,0.090841819385968
1080p_clip_5_codec_3_quality_3,3.9247854787675,0.098308227364448
1080p_clip_5_codec_3_quality_4,4.24621799630637,0.083824446826236
1080p_clip_5_codec_3_quality_5,4.41864999250058,0.113720742837698
1080p_clip_5_codec_3_quality_6,4.42679801647728,0.077340669159353
1080p_clip_5_codec_4_quality_1,2.11826289330912,0.109218089411251
1080p_clip_5_codec_4_quality_2,2.82818121986412,0.089163137034528
1080p_clip_5_codec_4_quality_3,3.42657800223977,0.075347971180634
1080p_clip_5_codec_4_quality_4,3.99490336054768,0.08365192240055
1080p_clip_5_codec_4_quality_5,4.058406529039,0.099935027243515
1080p_clip_5_codec_4_quality_6,4.16339847711563,0.094902559782652
1080p_clip_6_codec_1_quality_1,2.6908233400357,0.095768924798434
1080p_clip_6_codec_1_quality_2,3.5508498120206,0.085096256215911
1080p_clip_6_codec_1_quality_3,4.12782703650939,0.094005226694327
1080p_clip_6_codec_1_quality_4,4.32317505059401,0.087390362716697
1080p_clip_6_codec_1_quality_5,4.38555340333151,0.100890448646959
1080p_clip_6_codec_1_quality_6,4.60011470022455,0.078828566119888
1080p_clip_6_codec_2_quality_1,1.18561226066218,0.068787068434807
1080p_clip_6_codec_2_quality_2,1.99289199404798,0.099675345079608
1080p_clip_6_codec_2_quality_3,3.3645554409794,0.099124750260569
1080p_clip_6_codec_2_quality_4,4.23848474371424,0.068972442499438
1080p_clip_6_codec_2_quality_5,4.47968755657452,0.109153352495554
1080p_clip_6_codec_2_quality_6,4.61317027681901,0.088080321343067
1080p_clip_6_codec_3_quality_1,1.16356788028134,0.083446536768494
1080p_clip_6_codec_3_quality_2,1.95339922159708,0.122093606480581
1080p_clip_6_codec_3_quality_3,3.56773311505401,0.097003452486251
1080p_clip_6_codec_3_quality_4,3.98638853435548,0.098502847849746
1080p_clip_6_codec_3_quality_5,4.51097625180169,0.0505010781874
1080p_clip_6_codec_3_quality_6,4.58006117021637,0.09459094341209
1080p_clip_6_codec_4_quality_1,1.35881721951332,0.083882577195222
1080p_clip_6_codec_4_quality_2,1.57665192961508,0.109502707348031
1080p_clip_6_codec_4_quality_3,2.4647493655333,0.101099020718872
1080p_clip_6_codec_4_quality_4,3.32202550742317,0.112454511800376
1080p_clip_6_codec_4_quality_5,3.9225814164904,0.099744795509842
1080p_clip_6_codec_4_quality_6,4.18825852723947,0.087717479504746
1080p_clip_7_codec_1_quality_1,1.9641245414536,0.098671250495929
1080p_clip_7_codec_1_quality_2,2.65213839812484,0.092144586334817
1080p_clip_7_codec_1_quality_3,2.99797828068185,0.098695601285765
1080p_clip_7_codec_1_quality_4,3.86875655226258,0.089309573644551
1080p_clip_7_codec_1_quality_5,4.21506529816521,0.091580302171981
1080p_clip_7_codec_1_quality_6,4.4970214853126,0.098045805166911
1080p_clip_7_codec_2_quality_1,1.12005374342832,0.054578519227373
1080p_clip_7_codec_2_quality_2,1.87923142279018,0.096570296183491
1080p_clip_7_codec_2_quality_3,3.47599947274666,0.100952391567621
1080p_clip_7_codec_2_quality_4,3.7263888433645,0.094349644364037
1080p_clip_7_codec_2_quality_5,4.18529425034336,0.102928468055326
1080p_clip_7_codec_2_quality_6,4.26269723047041,0.104015193155996
1080p_clip_7_codec_3_quality_1,1.22606612018417,0.047499408304123
1080p_clip_7_codec_3_quality_2,2.10625369935721,0.099059879414229
1080p_clip_7_codec_3_quality_3,3.59754560935273,0.112981398620362
1080p_clip_7_codec_3_quality_4,3.94843538634924,0.06988512705181
1080p_clip_7_codec_3_quality_5,4.38025680344181,0.089591280460927
1080p_clip_7_codec_3_quality_6,4.42034153999182,0.109199966759784
1080p_clip_7_codec_4_quality_1,1.29250542544882,0.084256789649702
1080p_clip_7_codec_4_quality_2,1.47218090373113,0.090880572599098
1080p_clip_7_codec_4_quality_3,2.01677094588802,0.111662222997774
1080p_clip_7_codec_4_quality_4,2.84683210158984,0.099418694334505
1080p_clip_7_codec_4_quality_5,3.38795823400774,0.108852398969275
1080p_clip_7_codec_4_quality_6,3.91231342475755,0.070533935372578
1080p_clip_8_codec_1_quality_1,2.34267323661237,0.104628503676658
1080p_clip_8_codec_1_quality_2,2.66079894323582,0.0954281744634
1080p_clip_8_codec_1_quality_3,3.16470330779656,0.113391584359825
1080p_clip_8_codec_1_quality_4,2.79695863432417,0.110591884636077
1080p_clip_8_codec_1_quality_5,3.43773568746766,0.124813692108104
1080p_clip_8_codec_1_quality_6,3.34586981902111,0.1296007158882
1080p_clip_8_codec_2_quality_1,1.37588491768983,0.074460196757631
1080p_clip_8_codec_2_quality_2,2.63988640413378,0.09334121876722
1080p_clip_8_codec_2_quality_3,3.31373493854369,0.123700652563978
1080p_clip_8_codec_2_quality_4,3.45308429129321,0.129926575579745
1080p_clip_8_codec_2_quality_5,3.62134967441557,0.123198172304085
1080p_clip_8_codec_2_quality_6,3.8180162487338,0.119591838886818
1080p_clip_8_codec_3_quality_1,1.25333137619488,0.075254864310284
1080p_clip_8_codec_3_quality_2,2.47901991142924,0.104140918968411
1080p_clip_8_codec_3_quality_3,3.51894909136563,0.113281613020949
1080p_clip_8_codec_3_quality_4,3.32842034403115,0.112787727356909
1080p_clip_8_codec_3_quality_5,3.5081653005928,0.127650631671538
1080p_clip_8_codec_3_quality_6,3.56714374260524,0.148556576930615
1080p_clip_8_codec_4_quality_1,1.56860801547856,0.111699300718423
1080p_clip_8_codec_4_quality_2,2.29040537447868,0.054290427622668
1080p_clip_8_codec_4_quality_3,3.0392329309334,0.077786741671558
1080p_clip_8_codec_4_quality_4,3.1409229737207,0.131897514110692
1080p_clip_8_codec_4_quality_5,3.50945446753622,0.097101274250981
1080p_clip_8_codec_4_quality_6,3.40006050738562,0.143596383808104
1080p_clip_9_codec_1_quality_1,2.26263224415916,0.102425587143632
1080p_clip_9_codec_1_quality_2,2.91340392707432,0.096616471733323
1080p_clip_9_codec_1_quality_3,3.33449744221579,0.112073920671967
1080p_clip_9_codec_1_quality_4,3.87718203182249,0.121092034256185
1080p_clip_9_codec_1_quality_5,3.96264832410616,0.102078255395435
1080p_clip_9_codec_1_quality_6,4.19215214907108,0.097934878522846
1080p_clip_9_codec_2_quality_1,1.40974744783043,0.100885657084123
1080p_clip_9_codec_2_quality_2,2.37580906616865,0.096981907310934
1080p_clip_9_codec_2_quality_3,3.64072624828254,0.085641402653649
1080p_clip_9_codec_2_quality_4,3.93688199715069,0.10961762174534
1080p_clip_9_codec_2_quality_5,4.2189422544942,0.140114028680895
1080p_clip_9_codec_2_quality_6,4.02999902022261,0.105577765435547
1080p_clip_9_codec_3_quality_1,1.40570474602307,0.081383697443098
1080p_clip_9_codec_3_quality_2,2.3420532961279,0.09656986598781
1080p_clip_9_codec_3_quality_3,3.45774547589853,0.106925721932818
1080p_clip_9_codec_3_quality_4,3.83682393146576,0.102900783190464
1080p_clip_9_codec_3_quality_5,3.89667849172592,0.099502175276649
1080p_clip_9_codec_3_quality_6,4.28419723987177,0.115065729461957
1080p_clip_9_codec_4_quality_1,2.02547281796428,0.106816958098595
1080p_clip_9_codec_4_quality_2,2.42121635908566,0.100346772944552
1080p_clip_9_codec_4_quality_3,3.031168647499,0.053148440085516
1080p_clip_9_codec_4_quality_4,3.30803126068202,0.081917390872269
1080p_clip_9_codec_4_quality_5,3.56756074830764,0.092013021403054
1080p_clip_9_codec_4_quality_6,3.59627014211401,0.116386497317803
360p_clip_10_codec_1_quality_1,2.92635744968019,0.093635311193556
360p_clip_10_codec_1_quality_2,3.19377245985648,0.091582358931779
360p_clip_10_codec_1_quality_3,3.3640018422748,0.08323841599514
360p_clip_10_codec_2_quality_1,1.4672364937312,0.091156032545133
360p_clip_10_codec_2_quality_2,2.74149216156466,0.094692309532807
360p_clip_10_codec_2_quality_3,3.36631660207857,0.073481670974239
360p_clip_10_codec_3_quality_1,1.5452338575684,0.097188043971227
360p_clip_10_codec_3_quality_2,2.50797804017154,0.050926815509104
360p_clip_10_codec_3_quality_3,3.53728405547088,0.090639142032992
360p_clip_10_codec_4_quality_1,1.79032284475762,0.090337703600981
360p_clip_10_codec_4_quality_2,2.49839002963235,0.087274150742422
360p_clip_10_codec_4_quality_3,3.15193134560039,0.099243939867932
360p_clip_1_codec_1_quality_1,2.76655190983242,0.087678283159415
360p_clip_1_codec_1_quality_2,3.18762982567023,0.077299950086774
360p_clip_1_codec_1_quality_3,3.31169671461366,0.05865330301688
360p_clip_1_codec_2_quality_1,1.79805493379097,0.104967013997099
360p_clip_1_codec_2_quality_2,2.49991999948261,0.06920602324466
360p_clip_1_codec_2_quality_3,3.4263346553645,0.095466094439463
360p_clip_1_codec_3_quality_1,1.5892678706581,0.090591478905214
360p_clip_1_codec_3_quality_2,2.52027257124473,0.077265920058858
360p_clip_1_codec_3_quality_3,3.06274277316091,0.08708284752508
360p_clip_1_codec_4_quality_1,1.61025536935342,0.105744165229761
360p_clip_1_codec_4_quality_2,2.25394336709522,0.094660350522964
360p_clip_1_codec_4_quality_3,2.80461200916608,0.092596531676108
360p_clip_2_codec_1_quality_1,2.41960170961365,0.104104280214967
360p_clip_2_codec_1_quality_2,2.96371311110717,0.099079427792166
360p_clip_2_codec_1_quality_3,3.22565415193514,0.115031499409658
360p_clip_2_codec_2_quality_1,1.88115840998494,0.101402393214319
360p_clip_2_codec_2_quality_2,2.41722854910957,0.107456281401623
360p_clip_2_codec_2_quality_3,3.21049746557231,0.117600199408907
360p_clip_2_codec_3_quality_1,1.87649398232157,0.080443066291179
360p_clip_2_codec_3_quality_2,2.66199594966778,0.098505346915092
360p_clip_2_codec_3_quality_3,3.1580092078437,0.092652693655159
360p_clip_2_codec_4_quality_1,1.77150338739134,0.113494966384916
360p_clip_2_codec_4_quality_2,2.38465486251138,0.119463133885782
360p_clip_2_codec_4_quality_3,2.8574821105098,0.109480688914947
360p_clip_3_codec_1_quality_1,2.99676820754308,0.120006061250586
360p_clip_3_codec_1_quality_2,3.67389619054217,0.096637910106
360p_clip_3_codec_1_quality_3,3.67582476305253,0.1048924462758
360p_clip_3_codec_2_quality_1,2.06227084409095,0.113927407605454
360p_clip_3_codec_2_quality_2,3.05446777636822,0.059363390320502
360p_clip_3_codec_2_quality_3,3.6478167198081,0.101904024422715
360p_clip_3_codec_3_quality_1,1.84385423787549,0.105943912015359
360p_clip_3_codec_3_quality_2,2.76550951897003,0.086918157080282
360p_clip_3_codec_3_quality_3,3.87794278876095,0.095004797761129
360p_clip_3_codec_4_quality_1,2.44726145758003,0.108343756997171
360p_clip_3_codec_4_quality_2,2.873990498326,0.098932302627833
360p_clip_3_codec_4_quality_3,3.30836289009388,0.132423186332339
360p_clip_4_codec_1_quality_1,1.66046394154329,0.077976324245647
360p_clip_4_codec_1_quality_2,2.26823420825238,0.073961370473571
360p_clip_4_codec_1_quality_3,2.42492336740125,0.078270554305875
360p_clip_4_codec_2_quality_1,1.76167688800934,0.095284589090609
360p_clip_4_codec_2_quality_2,2.40729786645144,0.070943263629418
360p_clip_4_codec_2_quality_3,2.39408619108846,0.09883571067138
360p_clip_4_codec_3_quality_1,1.62468145234762,0.08447592512516
360p_clip_4_codec_3_quality_2,2.14284440895252,0.047981380790459
360p_clip_4_codec_3_quality_3,2.24397809128686,0.089912472900884
360p_clip_4_codec_4_quality_1,1.76152392837705,0.086434181238489
360p_clip_4_codec_4_quality_2,2.04645530426706,0.083496938229512
360p_clip_4_codec_4_quality_3,2.27611312189277,0.098952165581209
360p_clip_5_codec_1_quality_1,1.88384311490611,0.087917621331161
360p_clip_5_codec_1_quality_2,2.51584943911204,0.088605554700317
360p_clip_5_codec_1_quality_3,3.05602696989442,0.094519853731551
360p_clip_5_codec_2_quality_1,1.64329518089835,0.095715028934122
360p_clip_5_codec_2_quality_2,2.35893568933736,0.088933033211234
360p_clip_5_codec_2_quality_3,3.26481173084018,0.084478868037738
360p_clip_5_codec_3_quality_1,1.53326571387332,0.088514407099712
360p_clip_5_codec_3_quality_2,2.53257537287317,0.097264473913558
360p_clip_5_codec_3_quality_3,2.84479788309633,0.096857262477372
360p_clip_5_codec_4_quality_1,1.78018930207609,0.08944367703342
360p_clip_5_codec_4_quality_2,2.1928122426617,0.07858154538825
360p_clip_5_codec_4_quality_3,2.85869853864624,0.098559839761394
360p_clip_6_codec_1_quality_1,2.23715722907706,0.120737995207482
360p_clip_6_codec_1_quality_2,2.30792048612145,0.107141953030877
360p_clip_6_codec_1_quality_3,2.35791528630241,0.101904169131885
360p_clip_6_codec_2_quality_1,1.15880821830453,0.091894896719628
360p_clip_6_codec_2_quality_2,1.80189670196711,0.10741395989624
360p_clip_6_codec_2_quality_3,2.40890803136596,0.089518200492957
360p_clip_6_codec_3_quality_1,1.23302714879164,0.089679772696673
360p_clip_6_codec_3_quality_2,1.80382261743649,0.111010854793006
360p_clip_6_codec_3_quality_3,2.5045301336956,0.115113222372763
360p_clip_6_codec_4_quality_1,1.26581568230733,0.045905505842286
360p_clip_6_codec_4_quality_2,1.78279213149876,0.1068428956372
360p_clip_6_codec_4_quality_3,2.11792829620919,0.094304786069111
360p_clip_7_codec_1_quality_1,2.52386417448968,0.057034891939677
360p_clip_7_codec_1_quality_2,2.77883875231867,0.076093359539251
360p_clip_7_codec_1_quality_3,2.74619284370111,0.092504127460648
360p_clip_7_codec_2_quality_1,1.7471977830594,0.100285221549763
360p_clip_7_codec_2_quality_2,2.36623317633868,0.087350015321063
360p_clip_7_codec_2_quality_3,2.79340509146504,0.096171994129164
360p_clip_7_codec_3_quality_1,1.57854428963509,0.096487335470403
360p_clip_7_codec_3_quality_2,2.53166078467657,0.117313727338243
360p_clip_7_codec_3_quality_3,2.79547885243745,0.099000019290939
360p_clip_7_codec_4_quality_1,2.16926867919965,0.100336749322628
360p_clip_7_codec_4_quality_2,2.4341580695634,0.091395440724567
360p_clip_7_codec_4_quality_3,2.8507534835375,0.086267783389872
360p_clip_8_codec_1_quality_1,2.37321013550265,0.113413192979603
360p_clip_8_codec_1_quality_2,3.08925102693294,0.111905971037112
360p_clip_8_codec_1_quality_3,3.2123258987407,0.107061520835655
360p_clip_8_codec_2_quality_1,1.57797917452656,0.09218484030119
360p_clip_8_codec_2_quality_2,2.38969820383697,0.102276075327561
360p_clip_8_codec_2_quality_3,3.20458906852271,0.121215075318066
360p_clip_8_codec_3_quality_1,1.57412221451588,0.093048837896143
360p_clip_8_codec_3_quality_2,2.38823199818395,0.09154328691878
360p_clip_8_codec_3_quality_3,2.98330336655484,0.116005580327961
360p_clip_8_codec_4_quality_1,1.77869611504339,0.098925980957968
360p_clip_8_codec_4_quality_2,2.38894796835789,0.126941111704736
360p_clip_8_codec_4_quality_3,2.8620463394107,0.109712668702776
360p_clip_9_codec_1_quality_1,2.05667852381105,0.097617948424072
360p_clip_9_codec_1_quality_2,2.37289168924416,0.095280167286994
360p_clip_9_codec_1_quality_3,2.58621620971863,0.091994126338722
360p_clip_9_codec_2_quality_1,1.88087398625206,0.102111931995173
360p_clip_9_codec_2_quality_2,2.25002506724315,0.094194161828544
360p_clip_9_codec_2_quality_3,2.66386469830137,0.100415314100146
360p_clip_9_codec_3_quality_1,1.56307416281575,0.091956348310996
360p_clip_9_codec_3_quality_2,2.3109946157135,0.089240801801395
360p_clip_9_codec_3_quality_3,2.337411006643,0.111361675993328
360p_clip_9_codec_4_quality_1,1.92066943272814,0.084780771032304
360p_clip_9_codec_4_quality_2,2.41913133384581,0.096538909473436
360p_clip_9_codec_4_quality_3,2.47768062883689,0.085598719218919
540p_clip_10_codec_1_quality_1,2.5499022662056,0.090906355691087
540p_clip_10_codec_1_quality_2,3.3249250791151,0.109750137630475
540p_clip_10_codec_1_quality_3,3.67884577695663,0.092534269428628
540p_clip_10_codec_1_quality_4,3.86896796449347,0.075915594464802
540p_clip_10_codec_2_quality_1,1.3323216956565,0.079545919536097
540p_clip_10_codec_2_quality_2,2.19360985904344,0.093055776675819
540p_clip_10_codec_2_quality_3,3.44771482418077,0.085279420855012
540p_clip_10_codec_2_quality_4,4.236945164012,0.080606455896645
540p_clip_10_codec_3_quality_1,1.23493679108842,0.076537095484861
540p_clip_10_codec_3_quality_2,2.26855285447762,0.095699545845348
540p_clip_10_codec_3_quality_3,3.63277071041909,0.091048561122937
540p_clip_10_codec_3_quality_4,3.81887196986115,0.09755944175475
540p_clip_10_codec_4_quality_1,1.37355348432108,0.089038831165668
540p_clip_10_codec_4_quality_2,2.35179866001426,0.11108196545549
