"external_id","video","q2","q2_repeat","q2_diff"
"88df44104c68603c008846776f8b1e807743c77a9b63132621e584b10cbde13b","60_milionera.mp4",2,3,1
"88df44104c68603c008846776f8b1e807743c77a9b63132621e584b10cbde13b","55_mercedes.mp4",2,3,1
"88df44104c68603c008846776f8b1e807743c77a9b63132621e584b10cbde13b","50_szczescie.mp4",2,1,-1
"88df44104c68603c008846776f8b1e807743c77a9b63132621e584b10cbde13b","45_amatorzy.mp4",4,2,-2
"88df44104c68603c008846776f8b1e807743c77a9b63132621e584b10cbde13b","40_gold.mp4",2,1,-1
"88df44104c68603c008846776f8b1e807743c77a9b63132621e584b10cbde13b","35_samiecalfa.mp4",1,1,0
"88df44104c68603c008846776f8b1e807743c77a9b63132621e584b10cbde13b","30_wyszynski.mp4",1,1,0
"88df44104c68603c008846776f8b1e807743c77a9b63132621e584b10cbde13b","20_prosterzeczy.mp4",1,1,0
"898c19efb1ec4f9ab886b4a4e4abff904c6c3b1fdde0d70cfbd84214ed12e8dc","95_underdog.mp4",2,5,3
"898c19efb1ec4f9ab886b4a4e4abff904c6c3b1fdde0d70cfbd84214ed12e8dc","90_kobietymafii2.mp4",2,4,2
"898c19efb1ec4f9ab886b4a4e4abff904c6c3b1fdde0d70cfbd84214ed12e8dc","85_bozecialo.mp4",2,3,1
"898c19efb1ec4f9ab886b4a4e4abff904c6c3b1fdde0d70cfbd84214ed12e8dc","80_gangsterem.mp4",3,3,0
"898c19efb1ec4f9ab886b4a4e4abff904c6c3b1fdde0d70cfbd84214ed12e8dc","75_polityka.mp4",2,4,2
"898c19efb1ec4f9ab886b4a4e4abff904c6c3b1fdde0d70cfbd84214ed12e8dc","70_kurier.mp4",1,3,2
"898c19efb1ec4f9ab886b4a4e4abff904c6c3b1fdde0d70cfbd84214ed12e8dc","65_pilsudzki.mp4",2,3,1
"898c19efb1ec4f9ab886b4a4e4abff904c6c3b1fdde0d70cfbd84214ed12e8dc","60_milionera.mp4",3,2,-1
"898c19efb1ec4f9ab886b4a4e4abff904c6c3b1fdde0d70cfbd84214ed12e8dc","50_szczescie.mp4",2,2,0
"898c19efb1ec4f9ab886b4a4e4abff904c6c3b1fdde0d70cfbd84214ed12e8dc","45_amatorzy.mp4",2,2,0
"898c19efb1ec4f9ab886b4a4e4abff904c6c3b1fdde0d70cfbd84214ed12e8dc","40_gold.mp4",3,2,-1
"898c19efb1ec4f9ab886b4a4e4abff904c6c3b1fdde0d70cfbd84214ed12e8dc","35_samiecalfa.mp4",2,2,0
"898c19efb1ec4f9ab886b4a4e4abff904c6c3b1fdde0d70cfbd84214ed12e8dc","30_wyszynski.mp4",2,2,0
"898c19efb1ec4f9ab886b4a4e4abff904c6c3b1fdde0d70cfbd84214ed12e8dc","25_sciema.mp4",2,3,1
"8a560bf0c692d5faa575975eb8cb7b747550dddd2cdc3f88319fe563e6caf89e","95_underdog.mp4",4,5,1
"8a560bf0c692d5faa575975eb8cb7b747550dddd2cdc3f88319fe563e6caf89e","85_bozecialo.mp4",5,4,-1
"8a560bf0c692d5faa575975eb8cb7b747550dddd2cdc3f88319fe563e6caf89e","75_polityka.mp4",3,4,1
"8a560bf0c692d5faa575975eb8cb7b747550dddd2cdc3f88319fe563e6caf89e","70_kurier.mp4",4,4,0
"8a560bf0c692d5faa575975eb8cb7b747550dddd2cdc3f88319fe563e6caf89e","65_pilsudzki.mp4",4,4,0
"8a560bf0c692d5faa575975eb8cb7b747550dddd2cdc3f88319fe563e6caf89e","40_gold.mp4",4,3,-1
"8a560bf0c692d5faa575975eb8cb7b747550dddd2cdc3f88319fe563e6caf89e","35_samiecalfa.mp4",3,2,-1
"8a560bf0c692d5faa575975eb8cb7b747550dddd2cdc3f88319fe563e6caf89e","20_prosterzeczy.mp4",4,3,-1
"8caa81a38a40d6d29a0ba293610299121bc58763afd61d67097d7db922f7f0ff","95_underdog.mp4",3,3,0
"8caa81a38a40d6d29a0ba293610299121bc58763afd61d67097d7db922f7f0ff","90_kobietymafii2.mp4",3,3,0
"8caa81a38a40d6d29a0ba293610299121bc58763afd61d67097d7db922f7f0ff","85_bozecialo.mp4",2,4,2
"8caa81a38a40d6d29a0ba293610299121bc58763afd61d67097d7db922f7f0ff","80_gangsterem.mp4",3,3,0
"8caa81a38a40d6d29a0ba293610299121bc58763afd61d67097d7db922f7f0ff","75_polityka.mp4",2,3,1
"8caa81a38a40d6d29a0ba293610299121bc58763afd61d67097d7db922f7f0ff","70_kurier.mp4",2,3,1
"8caa81a38a40d6d29a0ba293610299121bc58763afd61d67097d7db922f7f0ff","65_pilsudzki.mp4",2,3,1
"8caa81a38a40d6d29a0ba293610299121bc58763afd61d67097d7db922f7f0ff","60_milionera.mp4",3,2,-1
"8caa81a38a40d6d29a0ba293610299121bc58763afd61d67097d7db922f7f0ff","55_mercedes.mp4",2,2,0
"8caa81a38a40d6d29a0ba293610299121bc58763afd61d67097d7db922f7f0ff","45_amatorzy.mp4",2,1,-1
"8caa81a38a40d6d29a0ba293610299121bc58763afd61d67097d7db922f7f0ff","40_gold.mp4",3,2,-1
"8caa81a38a40d6d29a0ba293610299121bc58763afd61d67097d7db922f7f0ff","35_samiecalfa.mp4",2,2,0
"8caa81a38a40d6d29a0ba293610299121bc58763afd61d67097d7db922f7f0ff","25_sciema.mp4",2,2,0
"9d7d114edb6128378345320f8a16c2864e87e9cc97d463aac5f40955ba3e59eb","95_underdog.mp4",4,4,0
"9d7d114edb6128378345320f8a16c2864e87e9cc97d463aac5f40955ba3e59eb","90_kobietymafii2.mp4",4,5,1
"9d7d114edb6128378345320f8a16c2864e87e9cc97d463aac5f40955ba3e59eb","80_gangsterem.mp4",4,4,0
"9d7d114edb6128378345320f8a16c2864e87e9cc97d463aac5f40955ba3e59eb","70_kurier.mp4",4,4,0
"9d7d114edb6128378345320f8a16c2864e87e9cc97d463aac5f40955ba3e59eb","55_mercedes.mp4",4,4,0
"9d7d114edb6128378345320f8a16c2864e87e9cc97d463aac5f40955ba3e59eb","50_szczescie.mp4",4,4,0
"9d7d114edb6128378345320f8a16c2864e87e9cc97d463aac5f40955ba3e59eb","40_gold.mp4",4,5,1
"9d7d114edb6128378345320f8a16c2864e87e9cc97d463aac5f40955ba3e59eb","35_samiecalfa.mp4",4,4,0
"a711f14705392ac06145bd9bcbd233e62877b30a682d0c3f217eabe90244d02b","95_underdog.mp4",4,5,1
"a711f14705392ac06145bd9bcbd233e62877b30a682d0c3f217eabe90244d02b","90_kobietymafii2.mp4",4,5,1
"a711f14705392ac06145bd9bcbd233e62877b30a682d0c3f217eabe90244d02b","85_bozecialo.mp4",4,4,0
"a711f14705392ac06145bd9bcbd233e62877b30a682d0c3f217eabe90244d02b","80_gangsterem.mp4",4,5,1
"a711f14705392ac06145bd9bcbd233e62877b30a682d0c3f217eabe90244d02b","70_kurier.mp4",3,5,2
"a711f14705392ac06145bd9bcbd233e62877b30a682d0c3f217eabe90244d02b","65_pilsudzki.mp4",3,3,0
"a711f14705392ac06145bd9bcbd233e62877b30a682d0c3f217eabe90244d02b","60_milionera.mp4",4,4,0
"a711f14705392ac06145bd9bcbd233e62877b30a682d0c3f217eabe90244d02b","55_mercedes.mp4",4,3,-1
"a711f14705392ac06145bd9bcbd233e62877b30a682d0c3f217eabe90244d02b","50_szczescie.mp4",4,2,-2
"a711f14705392ac06145bd9bcbd233e62877b30a682d0c3f217eabe90244d02b","40_gold.mp4",4,2,-2
"a711f14705392ac06145bd9bcbd233e62877b30a682d0c3f217eabe90244d02b","35_samiecalfa.mp4",4,2,-2
"a711f14705392ac06145bd9bcbd233e62877b30a682d0c3f217eabe90244d02b","30_wyszynski.mp4",3,2,-1
"a711f14705392ac06145bd9bcbd233e62877b30a682d0c3f217eabe90244d02b","25_sciema.mp4",4,2,-2
"a711f14705392ac06145bd9bcbd233e62877b30a682d0c3f217eabe90244d02b","20_prosterzeczy.mp4",4,2,-2
"b71508ad251e036372e4be875ded31016475f899c8440bf2c78af7cac97e4181","95_underdog.mp4",3,5,2
"b71508ad251e036372e4be875ded31016475f899c8440bf2c78af7cac97e4181","90_kobietymafii2.mp4",5,5,0
"b71508ad251e036372e4be875ded31016475f899c8440bf2c78af7cac97e4181","85_bozecialo.mp4",5,4,-1
"b71508ad251e036372e4be875ded31016475f899c8440bf2c78af7cac97e4181","80_gangsterem.mp4",3,4,1
"b71508ad251e036372e4be875ded31016475f899c8440bf2c78af7cac97e4181","70_kurier.mp4",3,3,0
"b71508ad251e036372e4be875ded31016475f899c8440bf2c78af7cac97e4181","65_pilsudzki.mp4",4,3,-1
"b71508ad251e036372e4be875ded31016475f899c8440bf2c78af7cac97e4181","60_milionera.mp4",4,2,-2
"b71508ad251e036372e4be875ded31016475f899c8440bf2c78af7cac97e4181","55_mercedes.mp4",2,2,0
"b71508ad251e036372e4be875ded31016475f899c8440bf2c78af7cac97e4181","50_szczescie.mp4",2,3,1
"b71508ad251e036372e4be875ded31016475f899c8440bf2c78af7cac97e4181","45_amatorzy.mp4",3,4,1
"b71508ad251e036372e4be875ded31016475f899c8440bf2c78af7cac97e4181","40_gold.mp4",2,4,2
"b71508ad251e036372e4be875ded31016475f899c8440bf2c78af7cac97e4181","35_samiecalfa.mp4",3,2,-1
"b71508ad251e036372e4be875ded31016475f899c8440bf2c78af7cac97e4181","30_wyszynski.mp4",3,2,-1
"b71508ad251e036372e4be875ded31016475f899c8440bf2c78af7cac97e4181","25_sciema.mp4",2,2,0
"bb4ea362a59f30651bde751560e0c958727b73db5eed84e7f02b159d73e7b5d1","95_underdog.mp4",5,5,0
"bb4ea362a59f30651bde751560e0c958727b73db5eed84e7f02b159d73e7b5d1","90_kobietymafii2.mp4",5,5,0
"bb4ea362a59f30651bde751560e0c958727b73db5eed84e7f02b159d73e7b5d1","75_polityka.mp4",5,5,0
"bb4ea362a59f30651bde751560e0c958727b73db5eed84e7f02b159d73e7b5d1","70_kurier.mp4",3,4,1
"bb4ea362a59f30651bde751560e0c958727b73db5eed84e7f02b159d73e7b5d1","65_pilsudzki.mp4",5,4,-1
"bb4ea362a59f30651bde751560e0c958727b73db5eed84e7f02b159d73e7b5d1","60_milionera.mp4",5,4,-1
"bb4ea362a59f30651bde751560e0c958727b73db5eed84e7f02b159d73e7b5d1","55_mercedes.mp4",4,4,0
"bb4ea362a59f30651bde751560e0c958727b73db5eed84e7f02b159d73e7b5d1","50_szczescie.mp4",3,3,0
"bb4ea362a59f30651bde751560e0c958727b73db5eed84e7f02b159d73e7b5d1","40_gold.mp4",3,3,0
"bb4ea362a59f30651bde751560e0c958727b73db5eed84e7f02b159d73e7b5d1","35_samiecalfa.mp4",2,4,2
"bb8d0eb2e9c5334aca3cf5cbe80880d71219525dd74bdfce54d89d2d397622cd","90_kobietymafii2.mp4",4,4,0
"bb8d0eb2e9c5334aca3cf5cbe80880d71219525dd74bdfce54d89d2d397622cd","75_polityka.mp4",4,4,0
"bb8d0eb2e9c5334aca3cf5cbe80880d71219525dd74bdfce54d89d2d397622cd","65_pilsudzki.mp4",4,4,0
"bb8d0eb2e9c5334aca3cf5cbe80880d71219525dd74bdfce54d89d2d397622cd","60_milionera.mp4",5,4,-1
"bb8d0eb2e9c5334aca3cf5cbe80880d71219525dd74bdfce54d89d2d397622cd","50_szczescie.mp4",4,4,0
"bb8d0eb2e9c5334aca3cf5cbe80880d71219525dd74bdfce54d89d2d397622cd","25_sciema.mp4",4,3,-1
"bd2092ddbc11ea1a360c1b1b822709e824adf9226534a40a7d93c0053692478b","95_underdog.mp4",5,5,0
"bd2092ddbc11ea1a360c1b1b822709e824adf9226534a40a7d93c0053692478b","90_kobietymafii2.mp4",5,5,0
"bd2092ddbc11ea1a360c1b1b822709e824adf9226534a40a7d93c0053692478b","85_bozecialo.mp4",5,5,0
"bd2092ddbc11ea1a360c1b1b822709e824adf9226534a40a7d93c0053692478b","80_gangsterem.mp4",5,5,0
"bd2092ddbc11ea1a360c1b1b822709e824adf9226534a40a7d93c0053692478b","75_polityka.mp4",3,4,1
"bd2092ddbc11ea1a360c1b1b822709e824adf9226534a40a7d93c0053692478b","60_milionera.mp4",2,4,2
"bd2092ddbc11ea1a360c1b1b822709e824adf9226534a40a7d93c0053692478b","55_mercedes.mp4",4,3,-1
"bd2092ddbc11ea1a360c1b1b822709e824adf9226534a40a7d93c0053692478b","50_szczescie.mp4",2,3,1
"bd2092ddbc11ea1a360c1b1b822709e824adf9226534a40a7d93c0053692478b","45_amatorzy.mp4",2,3,1
"bd2092ddbc11ea1a360c1b1b822709e824adf9226534a40a7d93c0053692478b","40_gold.mp4",3,2,-1
"bd2092ddbc11ea1a360c1b1b822709e824adf9226534a40a7d93c0053692478b","35_samiecalfa.mp4",2,3,1
"bd2092ddbc11ea1a360c1b1b822709e824adf9226534a40a7d93c0053692478b","30_wyszynski.mp4",2,2,0
"bd2092ddbc11ea1a360c1b1b822709e824adf9226534a40a7d93c0053692478b","25_sciema.mp4",2,3,1
"bd2092ddbc11ea1a360c1b1b822709e824adf9226534a40a7d93c0053692478b","20_prosterzeczy.mp4",4,3,-1
"c05b76b822c32242affe1525de64827d03a5616bda4ef37a28af0e1c8fe82708","95_underdog.mp4",4,5,1
"c05b76b822c32242affe1525de64827d03a5616bda4ef37a28af0e1c8fe82708","90_kobietymafii2.mp4",5,5,0
"c05b76b822c32242affe1525de64827d03a5616bda4ef37a28af0e1c8fe82708","85_bozecialo.mp4",5,4,-1
"c05b76b822c32242affe1525de64827d03a5616bda4ef37a28af0e1c8fe82708","80_gangsterem.mp4",4,4,0
"c05b76b822c32242affe1525de64827d03a5616bda4ef37a28af0e1c8fe82708","75_polityka.mp4",5,5,0
"c05b76b822c32242affe1525de64827d03a5616bda4ef37a28af0e1c8fe82708","70_kurier.mp4",3,3,0
"c05b76b822c32242affe1525de64827d03a5616bda4ef37a28af0e1c8fe82708","60_milionera.mp4",3,4,1
"c05b76b822c32242affe1525de64827d03a5616bda4ef37a28af0e1c8fe82708","55_mercedes.mp4",3,3,0
"c05b76b822c32242affe1525de64827d03a5616bda4ef37a28af0e1c8fe82708","50_szczescie.mp4",3,4,1
"c05b76b822c32242affe1525de64827d03a5616bda4ef37a28af0e1c8fe82708","45_amatorzy.mp4",3,3,0
"c05b76b822c32242affe1525de64827d03a5616bda4ef37a28af0e1c8fe82708","30_wyszynski.mp4",3,4,1
"c05b76b822c32242affe1525de64827d03a5616bda4ef37a28af0e1c8fe82708","25_sciema.mp4",3,2,-1
"c05b76b822c32242affe1525de64827d03a5616bda4ef37a28af0e1c8fe82708","20_prosterzeczy.mp4",3,2,-1
"c42b670b103f2550742f3e2a4e1b1a8af8baa0e996244d6c07390f3131f33815","95_underdog.mp4",5,5,0
"c42b670b103f2550742f3e2a4e1b1a8af8baa0e996244d6c07390f3131f33815","90_kobietymafii2.mp4",5,5,0
"c42b670b103f2550742f3e2a4e1b1a8af8baa0e996244d6c07390f3131f33815","85_bozecialo.mp4",4,4,0
"c42b670b103f2550742f3e2a4e1b1a8af8baa0e996244d6c07390f3131f33815","80_gangsterem.mp4",4,4,0
"c42b670b103f2550742f3e2a4e1b1a8af8baa0e996244d6c07390f3131f33815","75_polityka.mp4",3,4,1
"c42b670b103f2550742f3e2a4e1b1a8af8baa0e996244d6c07390f3131f33815","70_kurier.mp4",2,3,1
"c42b670b103f2550742f3e2a4e1b1a8af8baa0e996244d6c07390f3131f33815","65_pilsudzki.mp4",2,4,2
"c42b670b103f2550742f3e2a4e1b1a8af8baa0e996244d6c07390f3131f33815","60_milionera.mp4",4,3,-1
"c42b670b103f2550742f3e2a4e1b1a8af8baa0e996244d6c07390f3131f33815","55_mercedes.mp4",3,4,1
"c42b670b103f2550742f3e2a4e1b1a8af8baa0e996244d6c07390f3131f33815","50_szczescie.mp4",4,5,1
"c42b670b103f2550742f3e2a4e1b1a8af8baa0e996244d6c07390f3131f33815","45_amatorzy.mp4",3,3,0
"c42b670b103f2550742f3e2a4e1b1a8af8baa0e996244d6c07390f3131f33815","40_gold.mp4",2,3,1
"c42b670b103f2550742f3e2a4e1b1a8af8baa0e996244d6c07390f3131f33815","35_samiecalfa.mp4",2,3,1
"c42b670b103f2550742f3e2a4e1b1a8af8baa0e996244d6c07390f3131f33815","30_wyszynski.mp4",1,4,3
"c42b670b103f2550742f3e2a4e1b1a8af8baa0e996244d6c07390f3131f33815","25_sciema.mp4",3,3,0
"c42b670b103f2550742f3e2a4e1b1a8af8baa0e996244d6c07390f3131f33815","20_prosterzeczy.mp4",4,4,0
"c565b5666b4c3c6bf3e7db43c97065f10d2246cca586c4550f66eb66d13949d1","95_underdog.mp4",4,3,-1
"c565b5666b4c3c6bf3e7db43c97065f10d2246cca586c4550f66eb66d13949d1","85_bozecialo.mp4",3,3,0
"c565b5666b4c3c6bf3e7db43c97065f10d2246cca586c4550f66eb66d13949d1","75_polityka.mp4",4,3,-1
"c565b5666b4c3c6bf3e7db43c97065f10d2246cca586c4550f66eb66d13949d1","65_pilsudzki.mp4",1,2,1
"c565b5666b4c3c6bf3e7db43c97065f10d2246cca586c4550f66eb66d13949d1","60_milionera.mp4",3,3,0
"d45b56e64574f973d63a69c39a69660f603bd2d59a59f3b15c43d5920dce9219","95_underdog.mp4",4,4,0
"d45b56e64574f973d63a69c39a69660f603bd2d59a59f3b15c43d5920dce9219","90_kobietymafii2.mp4",3,5,2
"d45b56e64574f973d63a69c39a69660f603bd2d59a59f3b15c43d5920dce9219","85_bozecialo.mp4",3,3,0
"d45b56e64574f973d63a69c39a69660f603bd2d59a59f3b15c43d5920dce9219","80_gangsterem.mp4",3,4,1
"d45b56e64574f973d63a69c39a69660f603bd2d59a59f3b15c43d5920dce9219","75_polityka.mp4",2,3,1
"d45b56e64574f973d63a69c39a69660f603bd2d59a59f3b15c43d5920dce9219","70_kurier.mp4",2,3,1
"d45b56e64574f973d63a69c39a69660f603bd2d59a59f3b15c43d5920dce9219","65_pilsudzki.mp4",2,3,1
"d45b56e64574f973d63a69c39a69660f603bd2d59a59f3b15c43d5920dce9219","60_milionera.mp4",2,3,1
"d45b56e64574f973d63a69c39a69660f603bd2d59a59f3b15c43d5920dce9219","55_mercedes.mp4",2,2,0
"d45b56e64574f973d63a69c39a69660f603bd2d59a59f3b15c43d5920dce9219","50_szczescie.mp4",2,3,1
"d45b56e64574f973d63a69c39a69660f603bd2d59a59f3b15c43d5920dce9219","45_amatorzy.mp4",2,2,0
"d45b56e64574f973d63a69c39a69660f603bd2d59a59f3b15c43d5920dce9219","40_gold.mp4",2,2,0
"d45b56e64574f973d63a69c39a69660f603bd2d59a59f3b15c43d5920dce9219","35_samiecalfa.mp4",2,2,0
"d45b56e64574f973d63a69c39a69660f603bd2d59a59f3b15c43d5920dce9219","30_wyszynski.mp4",1,2,1
"d45b56e64574f973d63a69c39a69660f603bd2d59a59f3b15c43d5920dce9219","25_sciema.mp4",2,3,1
"d45b56e64574f973d63a69c39a69660f603bd2d59a59f3b15c43d5920dce9219","20_prosterzeczy.mp4",1,1,0
"f0ed77361b593ac90e69b211072d297d9c8bb093fa9459647e0c55a6d852965d","95_underdog.mp4",4,4,0
"f0ed77361b593ac90e69b211072d297d9c8bb093fa9459647e0c55a6d852965d","85_bozecialo.mp4",4,4,0
"f0ed77361b593ac90e69b211072d297d9c8bb093fa9459647e0c55a6d852965d","80_gangsterem.mp4",4,3,-1
"f0ed77361b593ac90e69b211072d297d9c8bb093fa9459647e0c55a6d852965d","70_kurier.mp4",2,1,-1
"f0ed77361b593ac90e69b211072d297d9c8bb093fa9459647e0c55a6d852965d","65_pilsudzki.mp4",4,2,-2
"f0ed77361b593ac90e69b211072d297d9c8bb093fa9459647e0c55a6d852965d","55_mercedes.mp4",2,2,0
"f0ed77361b593ac90e69b211072d297d9c8bb093fa9459647e0c55a6d852965d","50_szczescie.mp4",4,2,-2
"f0ed77361b593ac90e69b211072d297d9c8bb093fa9459647e0c55a6d852965d","45_amatorzy.mp4",2,2,0
"f0ed77361b593ac90e69b211072d297d9c8bb093fa9459647e0c55a6d852965d","40_gold.mp4",2,2,0
"f0ed77361b593ac90e69b211072d297d9c8bb093fa9459647e0c55a6d852965d","35_samiecalfa.mp4",3,1,-2
"f0ed77361b593ac90e69b211072d297d9c8bb093fa9459647e0c55a6d852965d","25_sciema.mp4",2,1,-1
"f130813f7a29f271ee6666ae05e38869e534f59a015837cb8878b8cd8fb95221","90_kobietymafii2.mp4",5,5,0
"f130813f7a29f271ee6666ae05e38869e534f59a015837cb8878b8cd8fb95221","75_polityka.mp4",5,5,0
"f130813f7a29f271ee6666ae05e38869e534f59a015837cb8878b8cd8fb95221","70_kurier.mp4",5,4,-1
"f130813f7a29f271ee6666ae05e38869e534f59a015837cb8878b8cd8fb95221","65_pilsudzki.mp4",4,5,1
"f130813f7a29f271ee6666ae05e38869e534f59a015837cb8878b8cd8fb95221","55_mercedes.mp4",2,4,2
"f130813f7a29f271ee6666ae05e38869e534f59a015837cb8878b8cd8fb95221","50_szczescie.mp4",5,4,-1
"f130813f7a29f271ee6666ae05e38869e534f59a015837cb8878b8cd8fb95221","45_amatorzy.mp4",3,3,0
"f130813f7a29f271ee6666ae05e38869e534f59a015837cb8878b8cd8fb95221","35_samiecalfa.mp4",4,4,0
"f75f634c91cae2a9b942cfa330cd3991e0cbe0429be6203cd6edd6f4c9c38b95","95_underdog.mp4",4,4,0
"f75f634c91cae2a9b942cfa330cd3991e0cbe0429be6203cd6edd6f4c9c38b95","90_kobietymafii2.mp4",4,4,0
"f75f634c91cae2a9b942cfa330cd3991e0cbe0429be6203cd6edd6f4c9c38b95","85_bozecialo.mp4",3,4,1
"f75f634c91cae2a9b942cfa330cd3991e0cbe0429be6203cd6edd6f4c9c38b95","80_gangsterem.mp4",3,3,0
"f75f634c91cae2a9b942cfa330cd3991e0cbe0429be6203cd6edd6f4c9c38b95","75_polityka.mp4",3,4,1
"f75f634c91cae2a9b942cfa330cd3991e0cbe0429be6203cd6edd6f4c9c38b95","70_kurier.mp4",3,4,1
"f75f634c91cae2a9b942cfa330cd3991e0cbe0429be6203cd6edd6f4c9c38b95","65_pilsudzki.mp4",3,3,0
"f75f634c91cae2a9b942cfa330cd3991e0cbe0429be6203cd6edd6f4c9c38b95","60_milionera.mp4",2,3,1
"f75f634c91cae2a9b942cfa330cd3991e0cbe0429be6203cd6edd6f4c9c38b95","55_mercedes.mp4",2,3,1
"f75f634c91cae2a9b942cfa330cd3991e0cbe0429be6203cd6edd6f4c9c38b95","50_szczescie.mp4",3,3,0
"f75f634c91cae2a9b942cfa330cd3991e0cbe0429be6203cd6edd6f4c9c38b95","45_amatorzy.mp4",2,2,0
"f75f634c91cae2a9b942cfa330cd3991e0cbe0429be6203cd6edd6f4c9c38b95","35_samiecalfa.mp4",2,4,2
"f75f634c91cae2a9b942cfa330cd3991e0cbe0429be6203cd6edd6f4c9c38b95","30_wyszynski.mp4",2,3,1
"f75f634c91cae2a9b942cfa330cd3991e0cbe0429be6203cd6edd6f4c9c38b95","25_sciema.mp4",2,3,1
"f75f634c91cae2a9b942cfa330cd3991e0cbe0429be6203cd6edd6f4c9c38b95","20_prosterzeczy.mp4",2,3,1
"f7c29440fdc1bf1d81eab51f094bc31c27ffc5ef49c501d7dc0c450048a168a0","95_underdog.mp4",4,5,1
"f7c29440fdc1bf1d81eab51f094bc31c27ffc5ef49c501d7dc0c450048a168a0","90_kobietymafii2.mp4",3,5,2
"f7c29440fdc1bf1d81eab51f094bc31c27ffc5ef49c501d7dc0c450048a168a0","75_polityka.mp4",3,4,1
"f7c29440fdc1bf1d81eab51f094bc31c27ffc5ef49c501d7dc0c450048a168a0","45_amatorzy.mp4",1,2,1
"f7c29440fdc1bf1d81eab51f094bc31c27ffc5ef49c501d7dc0c450048a168a0","40_gold.mp4",1,2,1
"f7c29440fdc1bf1d81eab51f094bc31c27ffc5ef49c501d7dc0c450048a168a0","35_samiecalfa.mp4",1,3,2
"f7c29440fdc1bf1d81eab51f094bc31c27ffc5ef49c501d7dc0c450048a168a0","30_wyszynski.mp4",2,2,0
"f7c29440fdc1bf1d81eab51f094bc31c27ffc5ef49c501d7dc0c450048a168a0","25_sciema.mp4",1,1,0
"f7c29440fdc1bf1d81eab51f094bc31c27ffc5ef49c501d7dc0c450048a168a0","20_prosterzeczy.mp4",1,2,1
"f865c88db6f5208c9fb6c475a4ff789221d2bc30e2de16fb2dc32d7ce501108d","95_underdog.mp4",4,4,0
"f865c88db6f5208c9fb6c475a4ff789221d2bc30e2de16fb2dc32d7ce501108d","90_kobietymafii2.mp4",4,3,-1
"f865c88db6f5208c9fb6c475a4ff789221d2bc30e2de16fb2dc32d7ce501108d","80_gangsterem.mp4",4,4,0
"f865c88db6f5208c9fb6c475a4ff789221d2bc30e2de16fb2dc32d7ce501108d","70_kurier.mp4",3,4,1
"f865c88db6f5208c9fb6c475a4ff789221d2bc30e2de16fb2dc32d7ce501108d","65_pilsudzki.mp4",3,3,0
"f865c88db6f5208c9fb6c475a4ff789221d2bc30e2de16fb2dc32d7ce501108d","60_milionera.mp4",3,3,0
"f865c88db6f5208c9fb6c475a4ff789221d2bc30e2de16fb2dc32d7ce501108d","55_mercedes.mp4",2,3,1
"f865c88db6f5208c9fb6c475a4ff789221d2bc30e2de16fb2dc32d7ce501108d","50_szczescie.mp4",3,3,0
"f865c88db6f5208c9fb6c475a4ff789221d2bc30e2de16fb2dc32d7ce501108d","45_amatorzy.mp4",3,3,0
"f865c88db6f5208c9fb6c475a4ff789221d2bc30e2de16fb2dc32d7ce501108d","40_gold.mp4",4,2,-2
"f865c88db6f5208c9fb6c475a4ff789221d2bc30e2de16fb2dc32d7ce501108d","35_samiecalfa.mp4",3,3,0
"f865c88db6f5208c9fb6c475a4ff789221d2bc30e2de16fb2dc32d7ce501108d","30_wyszynski.mp4",3,2,-1
"f865c88db6f5208c9fb6c475a4ff789221d2bc30e2de16fb2dc32d7ce501108d","25_sciema.mp4",3,3,0
"f865c88db6f5208c9fb6c475a4ff789221d2bc30e2de16fb2dc32d7ce501108d","20_prosterzeczy.mp4",3,2,-1
